iter	RMSE
0	0.05986490698
1	0.05666009679
2	0.05385496655
3	0.05131583141
4	0.04911220085
5	0.04724960947
6	0.04524952662
7	0.0437259614
8	0.04230373436
9	0.04116096193
10	0.03997829258
11	0.0389452373
12	0.0381412911
13	0.03743118829
14	0.03669190032
15	0.03602906304
16	0.03512342711
17	0.03437120789
18	0.03362362282
19	0.03308442633
20	0.03262030167
21	0.03212282024
22	0.03175113465
23	0.03139710896
24	0.03106113667
25	0.0308313862
26	0.03060519941
27	0.03039484876
28	0.02989875317
29	0.02966279658
30	0.02944160591
31	0.02932790309
32	0.02917818181
33	0.02903177426
34	0.02892339763
35	0.02880140398
36	0.02865443514
37	0.02852458035
38	0.02840849681
39	0.02827470654
40	0.02817676215
41	0.02801852147
42	0.02793957586
43	0.02779793636
44	0.0277388117
45	0.02762426236
46	0.02748324411
47	0.02737495907
48	0.0272715592
49	0.02720977754
50	0.0271267726
51	0.02702349182
52	0.02697105642
53	0.0268995446
54	0.02684223421
55	0.02674087086
56	0.02663154984
57	0.02654685929
58	0.02650067023
59	0.02644873397
60	0.02641089802
61	0.02618346655
62	0.02606890995
63	0.02598060495
64	0.02595260232
65	0.02590030128
66	0.02586103947
67	0.02581971902
68	0.02577658439
69	0.02568927216
70	0.02563554325
71	0.02558431113
72	0.02555905525
73	0.02547162245
74	0.02539899885
75	0.02533595084
76	0.02519884292
77	0.02505446966
78	0.024989529
79	0.02489204887
80	0.02481284426
81	0.02476672108
82	0.02470493504
83	0.02465963247
84	0.02461200862
85	0.02455977305
86	0.02452814983
87	0.02449491553
88	0.02438055571
89	0.02433510386
90	0.02420486294
91	0.02414365066
92	0.02408226259
93	0.02402974454
94	0.02391363822
95	0.02386352614
96	0.02382976154
97	0.02378649084
98	0.02369964853
99	0.02362192973
100	0.02357307707
101	0.02353677697
102	0.02347293688
103	0.0234048967
104	0.02334934838
105	0.02319446525
106	0.02314115729
107	0.02297938862
108	0.02293610195
109	0.02290277334
110	0.02284959943
111	0.02259975564
112	0.02255758723
113	0.02252377225
114	0.02239991147
115	0.02221299847
116	0.02208757016
117	0.02200892996
118	0.02197468615
119	0.02194498344
120	0.02189096027
121	0.02182206628
122	0.02171115333
123	0.02166544836
124	0.02161866564
125	0.02158048614
126	0.02154488469
127	0.02149453839
128	0.02128099187
129	0.02123974528
130	0.02120104916
131	0.02117157847
132	0.02106210712
133	0.02102773439
134	0.0209625777
135	0.02093207205
136	0.0209077367
137	0.02087759671
138	0.0207479894
139	0.02060029836
140	0.02059256959
141	0.02056603938
142	0.02042889267
143	0.02037338675
144	0.02029329321
145	0.02026404583
146	0.0201105636
147	0.02004272681
148	0.01988536964
149	0.0197708887
150	0.01942045761
151	0.01928432979
152	0.01924772247
153	0.01921930215
154	0.01919520111
155	0.01914602202
156	0.01911047284
157	0.01903791332
158	0.0189089461
159	0.01879271683
160	0.01877087983
161	0.01873019708
162	0.01871203425
163	0.01864566014
164	0.01862572982
165	0.01853431586
166	0.01844067023
167	0.01840711359
168	0.01836491488
169	0.01825339215
170	0.01822371442
171	0.01814105226
172	0.01808664622
173	0.01806869623
174	0.01805100757
175	0.01802914207
176	0.01801381818
177	0.01801090045
178	0.01797522368
179	0.01794236258
180	0.01783513929
181	0.01780433851
182	0.0176603759
183	0.01764165094
184	0.01761714536
185	0.01758084643
186	0.01756115765
187	0.0175268716
188	0.01744692542
189	0.0174344859
190	0.0171790176
191	0.01710641599
192	0.01704196716
193	0.01701580206
194	0.01698417534
195	0.01676950142
196	0.01674920107
197	0.01667003919
198	0.01651958712
199	0.01649936194
200	0.01642573116
201	0.01638616302
202	0.01634098216
203	0.01630455881
204	0.01627565218
205	0.01625877548
206	0.01623213067
207	0.01621620279
208	0.01620300861
209	0.01618674351
210	0.01614342713
211	0.0161278654
212	0.01611928105
213	0.01610462553
214	0.01604935041
215	0.01599961814
216	0.01593666261
217	0.01581830809
218	0.01579624538
219	0.01576308297
220	0.01574008638
221	0.01571752781
222	0.01570936688
223	0.01567848441
224	0.01564830107
225	0.0155732921
226	0.01552813275
227	0.01550053178
228	0.01548841024
229	0.01546776707
230	0.01545837384
231	0.01539343228
232	0.01538067552
233	0.01530962372
234	0.01529466823
235	0.0151980371
236	0.01518507976
237	0.01514086335
238	0.01512954786
239	0.01509898938
240	0.015086142
241	0.01503895239
242	0.0150019957
243	0.01493046329
244	0.01488393833
245	0.01484097133
246	0.01482034139
247	0.01479076935
248	0.01477716816
249	0.01472472333
250	0.01469536571
251	0.01468304227
252	0.01461349872
253	0.01453956139
254	0.0145111609
255	0.01448705065
256	0.01447173455
257	0.01440559216
258	0.01438797959
259	0.01435828491
260	0.01429845599
261	0.01427035636
262	0.01424999545
263	0.01420278501
264	0.01412387016
265	0.01408371837
266	0.01404315922
267	0.01400014138
268	0.01398772024
269	0.01398269429
270	0.0139744948
271	0.01396467727
272	0.0139494125
273	0.01393949348
274	0.01393305727
275	0.01391717121
276	0.01389330416
277	0.01386430166
278	0.01385458578
