iter	Passed	Remaining
1673	14606	29020
1674	14617	29016
1675	14627	29009
1676	14635	29000
1677	14644	28992
1678	14653	28983
1679	14655	28962
1680	14664	28954
1681	14673	28946
1682	14679	28931
1683	14688	28923
1684	14697	28915
1685	14706	28907
1686	14715	28899
1687	14717	28877
1688	14727	28870
1689	14737	28863
1690	14750	28863
1691	14760	28858
1692	14770	28851
1693	14780	28846
1694	14791	28840
1695	14838	28907
1696	14851	28906
1697	14864	28906
1698	14877	28905
1699	14884	28893
1700	14896	28891
1701	14907	28886
1702	14924	28893
1703	14941	28900
1704	14952	28896
1705	14961	28888
1706	14970	28880
1707	14976	28865
1708	14985	28858
1709	14991	28842
1710	15000	28834
1711	15005	28818
1712	15014	28810
1713	15023	28801
1714	15032	28793
1715	15037	28778
1716	15043	28764
1717	15052	28755
1718	15061	28746
1719	15067	28733
1720	15074	28720
1721	15084	28715
1722	15091	28703
1723	15104	28701
1724	15113	28693
1725	15115	28672
1726	15125	28664
1727	15134	28658
1728	15144	28650
1729	15153	28642
1730	15164	28638
1731	15173	28630
1732	15182	28622
1733	15191	28613
1734	15200	28604
1735	15209	28595
1736	15218	28588
1737	15227	28580
1738	15233	28566
1739	15239	28551
1740	15248	28543
1741	15254	28529
1742	15263	28521
1743	15270	28509
1744	15284	28511
1745	15296	28507
1746	15307	28503
1747	15318	28498
1748	15330	28496
1749	15341	28491
1750	15353	28488
1751	15360	28475
1752	15373	28474
1753	15384	28470
1754	15386	28449
1755	15398	28446
1756	15409	28441
1757	15418	28433
1758	15427	28426
1759	15436	28417
1760	15452	28421
1761	15465	28420
1762	15477	28417
1763	15480	28397
1764	15493	28396
1765	15503	28390
1766	15514	28386
1767	15525	28381
1768	15528	28362
1769	15539	28358
1770	15550	28353
1771	15559	28344
1772	15570	28338
1773	15579	28331
1774	15587	28321
1775	15593	28307
1776	15604	28303
1777	15614	28296
1778	15626	28292
1779	15638	28289
1780	15650	28287
1781	15656	28272
1782	15666	28266
1783	15676	28259
1784	15682	28245
1785	15690	28236
1786	15699	28228
1787	15708	28219
1788	15714	28205
1789	15723	28196
1790	15725	28175
1791	15734	28167
1792	15746	28164
1793	15753	28152
1794	15762	28144
1795	15772	28137
1796	15781	28129
1797	15790	28120
1798	15799	28112
1799	15806	28100
1800	15857	28167
1801	15882	28185
1802	15888	28173
1803	15891	28153
1804	15904	28152
1805	15913	28144
1806	15928	28145
1807	15932	28128
1808	15945	28127
1809	15956	28122
1810	15965	28114
1811	15971	28100
1812	15979	28090
1813	15988	28081
1814	15998	28074
1815	16008	28067
1816	16017	28058
1817	16026	28050
1818	16035	28042
1819	16047	28038
1820	16049	28018
1821	16058	28009
1822	16060	27989
1823	16066	27975
1824	16075	27966
1825	16083	27957
1826	16093	27949
1827	16101	27940
1828	16110	27931
1829	16116	27916
1830	16125	27908
1831	16133	27899
1832	16139	27885
1833	16148	27876
1834	16154	27863
1835	16165	27857
1836	16171	27845
1837	16181	27837
1838	16190	27829
1839	16192	27809
1840	16198	27796
1841	16207	27787
1842	16217	27780
1843	16226	27771
1844	16235	27763
1845	16244	27755
1846	16254	27747
1847	16262	27738
1848	16272	27730
1849	16281	27722
1850	16290	27713
1851	16300	27707
1852	16312	27703
1853	16319	27691
1854	16330	27687
1855	16337	27675
1856	16348	27669
1857	16359	27664
1858	16366	27652
1859	16377	27647
1860	16384	27636
1861	16397	27633
1862	16408	27628
1863	16417	27621
1864	16427	27613
1865	16436	27604
1866	16445	27597
1867	16454	27588
1868	16463	27580
1869	16472	27570
1870	16478	27557
1871	16486	27548
1872	16495	27539
1873	16504	27530
1874	16513	27522
1875	16518	27507
1876	16527	27499
1877	16539	27496
1878	16551	27491
1879	16558	27479
1880	16568	27473
1881	16577	27465
1882	16587	27457
1883	16592	27442
1884	16601	27434
1885	16610	27426
1886	16619	27418
1887	16629	27409
1888	16638	27402
1889	16647	27393
1890	16653	27379
1891	16658	27365
1892	16667	27356
1893	16676	27348
1894	16685	27339
1895	16691	27325
1896	16703	27323
1897	16717	27322
1898	16728	27317
1899	16742	27316
1900	16753	27310
1901	16760	27299
1902	16765	27285
1903	16775	27277
1904	16783	27268
1905	16793	27260
1906	16802	27251
1907	16811	27244
1908	16822	27238
1909	16831	27229
1910	16840	27221
1911	16870	27246
1912	16910	27288
1913	16928	27294
1914	16939	27288
1915	16970	27315
1916	16978	27305
1917	16990	27301
1918	17003	27300
1919	17017	27298
1920	17019	27278
1921	17032	27276
1922	17037	27261
1923	17049	27257
1924	17057	27247
1925	17064	27235
1926	17071	27223
1927	17081	27217
1928	17093	27212
1929	17100	27201
1930	17111	27196
1931	17122	27191
1932	17132	27183
1933	17143	27178
1934	17152	27169
1935	17162	27161
1936	17170	27152
1937	17176	27139
1938	17185	27129
1939	17191	27116
1940	17200	27107
1941	17209	27099
1942	17218	27090
1943	17227	27082
1944	17229	27062
1945	17238	27053
1946	17247	27044
1947	17256	27036
1948	17261	27022
1949	17264	27003
1950	17273	26994
1951	17281	26984
1952	17291	26977
1953	17301	26970
1954	17310	26961
1955	17320	26954
1956	17326	26941
1957	17336	26933
1958	17352	26936
1959	17363	26930
1960	17374	26925
1961	17382	26915
1962	17393	26909
1963	17400	26898
1964	17411	26892
1965	17423	26888
1966	17425	26869
1967	17437	26864
1968	17446	26856
1969	17452	26843
1970	17463	26836
1971	17465	26818
1972	17467	26799
1973	17474	26786
1974	17484	26780
1975	17494	26772
1976	17499	26758
1977	17509	26751
1978	17518	26743
1979	17528	26734
1980	17536	26725
1981	17545	26717
1982	17551	26702
1983	17557	26689
1984	17565	26680
1985	17574	26671
1986	17584	26663
1987	17593	26655
1988	17598	26641
1989	17608	26633
1990	17616	26624
1991	17625	26615
1992	17634	26606
1993	17641	26595
1994	17648	26583
1995	17658	26576
1996	17668	26569
1997	17678	26561
1998	17687	26553
1999	17692	26539
2000	17698	26525
2001	17704	26512
2002	17709	26498
2003	17718	26489
2004	17724	26475
2005	17729	26462
2006	17732	26443
2007	17734	26425
2008	17739	26411
2009	17745	26398
2010	17754	26389
2011	17760	26375
2012	17769	26366
2013	17779	26360
2014	17788	26351
2015	17797	26343
2016	17806	26335
2017	17809	26316
2018	17820	26311
2019	17832	26307
2020	17834	26288
2021	17844	26281
2022	17850	26267
2023	17853	26250
2024	17862	26242
2025	17870	26231
2026	17930	26298
2027	17938	26288
2028	17947	26279
2029	17964	26283
2030	17984	26290
2031	17996	26285
2032	18005	26278
2033	18016	26271
2034	18026	26264
2035	18031	26250
2036	18041	26242
2037	18049	26233
2038	18059	26225
2039	18067	26215
2040	18073	26202
2041	18082	26193
2042	18088	26180
2043	18096	26171
2044	18105	26162
2045	18114	26153
2046	18123	26144
2047	18128	26130
2048	18138	26122
2049	18148	26116
2050	18157	26107
2051	18166	26098
2052	18177	26092
2053	18187	26086
2054	18193	26073
2055	18203	26065
2056	18212	26057
2057	18221	26048
2058	18230	26040
2059	18239	26030
2060	18248	26022
2061	18257	26013
2062	18259	25995
2063	18265	25982
2064	18274	25973
2065	18276	25955
2066	18282	25942
2067	18288	25929
2068	18298	25921
2069	18306	25912
2070	18316	25904
2071	18324	25895
2072	18333	25886
2073	18343	25879
2074	18353	25871
2075	18360	25860
2076	18363	25843
2077	18371	25832
2078	18384	25830
2079	18392	25820
2080	18406	25818
2081	18417	25813
2082	18420	25796
2083	18431	25789
2084	18443	25785
2085	18453	25777
2086	18459	25766
2087	18461	25747
2088	18473	25742
2089	18480	25730
2090	18489	25722
2091	18499	25715
2092	18508	25707
2093	18517	25698
2094	18525	25687
2095	18534	25679
2096	18545	25674
2097	18548	25657
2098	18552	25640
2099	18561	25632
2100	18571	25625
2101	18580	25616
2102	18586	25604
2103	18592	25590
2104	18601	25582
2105	18603	25564
2106	18612	25556
2107	18618	25542
2108	18627	25534
2109	18635	25525
2110	18644	25516
2111	18653	25507
2112	18662	25499
2113	18671	25489
2114	18677	25476
2115	18687	25469
2116	18696	25460
2117	18701	25447
2118	18710	25439
2119	18722	25434
2120	18734	25430
2121	18744	25422
2122	18754	25415
2123	18765	25409
2124	18775	25401
2125	18784	25393
2126	18793	25385
2127	18802	25376
2128	18811	25367
2129	18820	25358
2130	18829	25350
2131	18837	25341
2132	18847	25332
2133	18855	25323
2134	18864	25315
2135	18866	25297
2136	18876	25288
2137	18884	25279
2138	18893	25271
2139	18906	25267
2140	18913	25256
2141	18965	25305
2142	19015	25350
2143	19023	25341
2144	19034	25335
2145	19046	25329
2146	19054	25319
2147	19064	25313
2148	19072	25302
2149	19079	25290
2150	19084	25277
2151	19094	25269
2152	19100	25257
2153	19110	25250
2154	19116	25237
2155	19125	25228
2156	19130	25215
2157	19140	25207
2158	19146	25194
2159	19152	25181
2160	19161	25172
2161	19163	25155
2162	19172	25146
2163	19178	25133
2164	19186	25124
2165	19196	25116
2166	19204	25107
2167	19210	25094
2168	19219	25085
2169	19228	25076
2170	19238	25069
2171	19251	25065
2172	19260	25057
2173	19270	25050
2174	19277	25037
2175	19286	25030
2176	19292	25016
2177	19301	25008
2178	19310	24999
2179	19319	24990
2180	19324	24977
2181	19333	24969
2182	19342	24960
2183	19345	24943
2184	19353	24934
2185	19363	24925
2186	19371	24916
2187	19381	24908
2188	19389	24899
2189	19398	24890
2190	19404	24877
2191	19413	24869
2192	19419	24856
2193	19431	24851
2194	19441	24844
2195	19454	24841
2196	19465	24835
2197	19477	24830
2198	19488	24823
2199	19498	24816
2200	19509	24810
2201	19521	24805
2202	19534	24801
2203	19544	24793
2204	19554	24786
2205	19560	24774
2206	19569	24765
2207	19578	24756
2208	19586	24747
2209	19595	24738
2210	19601	24725
2211	19612	24719
2212	19615	24703
2213	19625	24696
2214	19628	24679
2215	19634	24666
2216	19640	24654
2217	19650	24647
2218	19659	24638
2219	19668	24629
2220	19677	24620
2221	19688	24614
2222	19696	24605
2223	19705	24597
2224	19714	24588
2225	19723	24579
2226	19732	24570
2227	19742	24563
2228	19751	24554
2229	19757	24541
2230	19766	24532
2231	19771	24519
2232	19780	24510
2233	19791	24504
2234	19801	24496
2235	19811	24489
2236	19820	24480
2237	19826	24468
2238	19834	24459
2239	19843	24450
2240	19852	24441
2241	19858	24428
2242	19867	24419
2243	19876	24411
2244	19881	24398
2245	19891	24390
2246	19900	24381
2247	19909	24373
2248	19919	24366
2249	19929	24358
2250	19938	24350
2251	19947	24340
2252	19959	24336
2253	19975	24335
2254	19992	24336
2255	20051	24388
2256	20063	24383
2257	20075	24378
2258	20086	24372
2259	20098	24366
2260	20108	24359
2261	20118	24351
2262	20129	24345
2263	20140	24339
2264	20149	24330
2265	20159	24323
2266	20168	24314
2267	20177	24305
2268	20183	24292
2269	20193	24285
2270	20204	24279
2271	20213	24270
2272	20222	24261
2273	20228	24249
2274	20237	24240
2275	20240	24224
2276	20245	24211
2277	20254	24202
2278	20263	24193
2279	20269	24181
2280	20275	24168
2281	20284	24159
2282	20293	24151
2283	20303	24143
2284	20310	24132
2285	20321	24125
2286	20327	24113
2287	20336	24105
2288	20347	24098
2289	20353	24085
2290	20359	24073
2291	20368	24064
2292	20377	24056
2293	20386	24047
2294	20395	24038
2295	20402	24027
2296	20412	24020
2297	20421	24011
2298	20432	24005
2299	20438	23992
2300	20447	23984
2301	20456	23975
2302	20462	23962
2303	20474	23957
2304	20485	23952
2305	20494	23943
2306	20506	23937
2307	20518	23932
2308	20526	23922
2309	20538	23917
2310	20549	23910
2311	20561	23905
2312	20568	23894
2313	20579	23887
2314	20590	23881
2315	20600	23873
2316	20612	23868
2317	20618	23855
2318	20624	23844
2319	20631	23833
2320	20643	23827
2321	20653	23819
2322	20664	23813
2323	20670	23800
2324	20678	23791
2325	20684	23779
2326	20694	23771
2327	20708	23768
2328	20721	23764
2329	20731	23757
2330	20741	23749
2331	20751	23741
2332	20763	23736
2333	20774	23729
2334	20783	23720
2335	20793	23713
2336	20800	23701
2337	20810	23694
2338	20821	23688
2339	20832	23681
2340	20845	23677
2341	20855	23669
2342	20867	23663
2343	20880	23659
2344	20895	23657
2345	20908	23653
2346	20918	23646
2347	20929	23639
2348	20939	23631
2349	20952	23626
2350	20963	23620
2351	20975	23615
2352	20989	23611
2353	21000	23605
2354	21008	23595
2355	21018	23587
2356	21029	23581
2357	21060	23596
2358	21227	23764
2359	21242	23762
2360	21250	23752
2361	21262	23746
2362	21275	23742
2363	21283	23732
2364	21293	23723
2365	21302	23715
2366	21304	23699
2367	21314	23691
2368	21323	23682
2369	21333	23673
2370	21343	23666
2371	21352	23657
2372	21361	23648
2373	21367	23636
2374	21376	23626
2375	21382	23614
2376	21390	23604
2377	21396	23592
2378	21405	23582
2379	21414	23573
2380	21423	23564
2381	21425	23548
2382	21434	23538
2383	21436	23522
2384	21445	23513
2385	21457	23508
2386	21460	23492
2387	21468	23481
2388	21474	23469
2389	21483	23461
2390	21494	23454
2391	21504	23445
2392	21513	23437
2393	21523	23429
2394	21532	23420
2395	21541	23411
2396	21550	23402
2397	21559	23393
2398	21568	23384
2399	21574	23371
2400	21584	23364
2401	21594	23356
2402	21605	23349
2403	21614	23340
2404	21623	23332
2405	21636	23326
2406	21648	23320
2407	21659	23314
2408	21672	23310
2409	21679	23299
2410	21692	23293
2411	21699	23283
2412	21711	23276
2413	21718	23266
2414	21729	23259
2415	21741	23253
2416	21752	23246
2417	21765	23241
2418	21770	23228
2419	21782	23222
2420	21792	23214
2421	21802	23206
2422	21814	23200
2423	21827	23196
2424	21838	23189
2425	21849	23182
2426	21855	23170
2427	21862	23158
2428	21864	23142
2429	21874	23134
2430	21880	23122
2431	21886	23110
2432	21893	23098
2433	21895	23083
2434	21905	23074
2435	21916	23067
2436	21925	23059
2437	21931	23047
2438	21941	23039
2439	21955	23035
2440	21977	23040
2441	21985	23030
2442	22000	23027
2443	22009	23017
2444	22019	23009
2445	22029	23002
2446	22036	22990
2447	22047	22984
2448	22057	22975
2449	22063	22964
2450	22070	22952
2451	22080	22944
2452	22090	22937
2453	22100	22929
2454	22109	22920
2455	22121	22914
2456	22131	22905
2457	22142	22899
2458	22148	22887
2459	22159	22879
2460	22168	22870
2461	22176	22860
2462	22187	22853
2463	22199	22847
2464	22262	22894
2465	22318	22934
2466	22325	22923
2467	22337	22917
2468	22350	22911
2469	22362	22905
2470	22375	22900
2471	22383	22890
2472	22390	22879
2473	22397	22868
2474	22404	22856
2475	22414	22849
2476	22424	22841
2477	22430	22828
2478	22440	22820
2479	22449	22812
2480	22461	22805
2481	22468	22794
2482	22478	22786
2483	22488	22777
2484	22499	22770
2485	22508	22762
2486	22514	22750
2487	22523	22740
2488	22537	22736
2489	22547	22728
2490	22559	22722
2491	22570	22715
2492	22581	22708
2493	22591	22700
2494	22600	22691
2495	22611	22684
2496	22617	22671
2497	22623	22659
2498	22633	22651
2499	22642	22642
2500	22652	22634
2501	22661	22625
2502	22668	22614
2503	22674	22602
2504	22684	22593
2505	22694	22586
2506	22706	22579
2507	22718	22573
2508	22724	22561
2509	22736	22555
2510	22747	22548
2511	22758	22540
2512	22769	22534
2513	22783	22529
2514	22806	22534
2515	22820	22529
2516	22831	22523
2517	22844	22518
2518	22864	22519
2519	22878	22515
2520	22894	22513
2521	22914	22514
2522	22943	22525
2523	22988	22551
2524	23019	22563
2525	23057	22582
2526	23090	22597
2527	23103	22591
2528	23114	22584
2529	23117	22569
2530	23126	22559
2531	23129	22544
2532	23139	22536
2533	23149	22528
2534	23159	22519
2535	23165	22508
2536	23172	22496
2537	23181	22487
2538	23186	22474
2539	23195	22465
2540	23204	22455
2541	23213	22446
2542	23223	22438
2543	23232	22429
2544	23243	22421
2545	23254	22414
2546	23263	22405
2547	23273	22396
2548	23283	22388
2549	23294	22380
2550	23360	22426
2551	23371	22419
2552	23378	22407
2553	23390	22401
2554	23400	22393
2555	23413	22387
2556	23426	22381
2557	23436	22373
2558	23445	22364
2559	23451	22352
2560	23460	22343
2561	23471	22335
2562	23476	22322
2563	23486	22313
2564	23495	22304
2565	23501	22292
2566	23510	22283
2567	23519	22273
2568	23528	22264
2569	23537	22255
2570	23546	22245
2571	23552	22233
2572	23562	22225
2573	23571	22216
2574	23581	22208
2575	23594	22202
2576	23605	22195
2577	23612	22183
2578	23621	22174
2579	23631	22166
2580	23637	22153
2581	23646	22144
2582	23655	22135
2583	23664	22126
2584	23675	22118
2585	23680	22105
2586	23686	22093
2587	23695	22084
2588	23704	22074
2589	23713	22065
2590	23719	22053
2591	23728	22044
2592	23735	22032
2593	23744	22023
2594	23750	22011
2595	23756	21999
2596	23767	21991
2597	23776	21983
2598	23786	21974
2599	23795	21964
2600	23804	21955
2601	23816	21949
2602	23828	21942
2603	23839	21935
2604	23850	21927
2605	23861	21920
2606	23864	21905
2607	23876	21899
2608	23887	21891
2609	23897	21883
2610	23908	21875
2611	23918	21867
2612	23927	21858
2613	23938	21850
2614	23947	21840
2615	23956	21831
2616	23965	21822
2617	23977	21815
2618	23987	21807
2619	23996	21798
2620	24007	21791
2621	24021	21785
2622	24034	21780
2623	24044	21771
2624	24055	21764
2625	24067	21757
2626	24075	21748
2627	24084	21738
2628	24093	21729
2629	24102	21719
2630	24111	21710
2631	24116	21697
2632	24125	21688
2633	24134	21679
2634	24143	21669
2635	24154	21662
2636	24165	21654
2637	24174	21645
2638	24180	21633
2639	24189	21624
2640	24198	21615
2641	24208	21605
2642	24216	21596
2643	24226	21587
2644	24231	21575
2645	24237	21563
2646	24246	21553
2647	24255	21544
2648	24264	21534
2649	24270	21522
2650	24279	21513
2651	24289	21504
2652	24294	21492
2653	24300	21480
2654	24309	21470
2655	24318	21461
2656	24326	21451
2657	24339	21445
2658	24388	21472
2659	24425	21487
2660	24437	21480
2661	24444	21469
2662	24447	21454
2663	24450	21439
2664	24456	21428
2665	24469	21422
2666	24479	21414
2667	24489	21404
2668	24499	21397
2669	24510	21389
2670	24520	21380
2671	24530	21372
2672	24539	21363
2673	24549	21354
2674	24559	21345
2675	24568	21336
2676	24573	21324
2677	24582	21315
2678	24588	21302
2679	24597	21293
2680	24606	21283
2681	24615	21274
2682	24620	21262
2683	24626	21250
2684	24635	21240
2685	24641	21228
2686	24649	21218
2687	24658	21209
2688	24667	21199
2689	24678	21192
2690	24690	21185
2691	24700	21177
2692	24709	21167
2693	24715	21155
2694	24726	21148
2695	24736	21139
2696	24744	21130
2697	24750	21117
2698	24759	21108
2699	24769	21099
2700	24778	21090
2701	24787	21081
2702	24793	21069
2703	24802	21059
2704	24811	21050
2705	24820	21041
2706	24829	21031
2707	24835	21020
2708	24844	21010
2709	24850	20999
2710	24857	20987
2711	24864	20977
2712	24878	20972
2713	24889	20964
2714	24896	20953
2715	24907	20945
2716	24918	20937
2717	24924	20925
2718	24935	20918
2719	24950	20914
2720	24959	20905
2721	24969	20896
2722	24979	20887
2723	24988	20878
2724	24997	20869
2725	25005	20859
2726	25018	20853
2727	25026	20842
2728	25037	20835
2729	25057	20835
2730	25066	20826
2731	25076	20817
2732	25086	20808
2733	25094	20799
2734	25100	20787
2735	25109	20777
2736	25118	20768
2737	25127	20758
2738	25136	20749
2739	25144	20739
2740	25154	20730
2741	25159	20718
2742	25168	20709
2743	25178	20700
2744	25180	20685
2745	25189	20676
2746	25198	20667
2747	25207	20657
2748	25216	20648
2749	25227	20640
2750	25238	20633
2751	25244	20621
2752	25255	20613
2753	25265	20605
2754	25272	20593
2755	25281	20584
2756	25290	20575
2757	25300	20566
2758	25306	20555
2759	25314	20545
2760	25320	20533
2761	25326	20521
2762	25335	20512
2763	25344	20503
2764	25354	20494
2765	25363	20484
2766	25368	20473
2767	25377	20463
2768	25383	20451
2769	25392	20442
2770	25396	20428
2771	25459	20463
2772	25501	20480
2773	25508	20469
2774	25519	20461
2775	25530	20453
2776	25536	20442
2777	25548	20434
2778	25557	20425
2779	25566	20416
2780	25575	20406
2781	25584	20397
2782	25592	20387
2783	25602	20378
2784	25610	20369
2785	25620	20360
2786	25629	20351
2787	25639	20342
2788	25645	20330
2789	25652	20319
2790	25662	20311
2791	25673	20303
2792	25684	20295
2793	25693	20286
2794	25704	20278
2795	25713	20269
2796	25722	20259
2797	25731	20250
2798	25737	20238
2799	25743	20226
2800	25751	20217
2801	25757	20205
2802	25766	20195
2803	25775	20186
2804	25784	20177
2805	25793	20168
2806	25802	20158
2807	25811	20149
2808	25820	20139
2809	25829	20130
2810	25841	20123
2811	25851	20115
2812	25861	20106
2813	25871	20097
2814	25880	20088
2815	25890	20079
2816	25895	20067
2817	25904	20058
2818	25913	20048
2819	25919	20037
2820	25929	20028
2821	25938	20019
2822	25949	20011
2823	25961	20004
2824	25971	19995
2825	25982	19987
2826	25992	19979
2827	25999	19968
2828	26010	19960
2829	26021	19952
2830	26030	19943
2831	26046	19939
2832	26054	19929
2833	26068	19924
2834	26081	19917
2835	26094	19911
2836	26104	19902
2837	26113	19893
2838	26121	19883
2839	26130	19874
2840	26139	19864
2841	26149	19856
2842	26155	19844
2843	26164	19834
2844	26169	19822
2845	26175	19810
2846	26184	19801
2847	26190	19790
2848	26203	19783
2849	26214	19775
2850	26220	19763
2851	26226	19752
2852	26235	19743
2853	26244	19734
2854	26253	19724
2855	26262	19715
2856	26271	19705
2857	26280	19696
2858	26287	19685
2859	26296	19676
2860	26305	19666
2861	26314	19657
2862	26323	19648
2863	26332	19638
2864	26342	19630
2865	26351	19621
2866	26361	19612
2867	26370	19603
2868	26382	19596
2869	26390	19586
2870	26400	19577
2871	26411	19569
2872	26417	19557
2873	26424	19546
2874	26434	19538
2875	26443	19529
2876	26452	19519
2877	26461	19510
2878	26470	19501
2879	26506	19511
2880	26570	19542
2881	26585	19537
2882	26597	19530
2883	26608	19522
2884	26620	19515
2885	26632	19508
2886	26639	19497
2887	26651	19490
2888	26663	19482
2889	26669	19471
2890	26675	19459
2891	26685	19450
2892	26693	19441
2893	26699	19429
2894	26708	19419
2895	26717	19410
2896	26725	19400
2897	26734	19391
2898	26736	19377
2899	26742	19365
2900	26749	19354
2901	26757	19344
2902	26766	19335
2903	26772	19323
2904	26782	19314
2905	26791	19305
2906	26800	19296
2907	26809	19286
2908	26818	19277
2909	26823	19265
2910	26833	19256
2911	26841	19246
2912	26847	19234
2913	26856	19225
2914	26868	19217
2915	26876	19208
2916	26885	19198
2917	26894	19189
2918	26900	19177
2919	26910	19169
2920	26919	19160
2921	26926	19149
2922	26937	19141
2923	26946	19131
2924	26956	19122
2925	26965	19113
2926	26968	19099
2927	26973	19088
2928	26983	19078
2929	26992	19069
2930	26997	19057
2931	27007	19048
2932	27017	19040
2933	27025	19030
2934	27035	19021
2935	27047	19014
2936	27059	19007
2937	27084	19008
2938	27090	18997
2939	27102	18990
2940	27121	18987
2941	27134	18981
2942	27140	18970
2943	27144	18957
2944	27157	18950
2945	27167	18941
2946	27174	18930
2947	27183	18921
2948	27189	18909
2949	27198	18900
2950	27203	18888
2951	27213	18879
2952	27221	18869
2953	27230	18860
2954	27236	18848
2955	27241	18837
2956	27247	18825
2957	27256	18815
2958	27263	18805
2959	27272	18795
2960	27281	18786
2961	27293	18779
2962	27304	18771
2963	27310	18759
2964	27319	18750
2965	27325	18738
2966	27334	18729
2967	27343	18720
2968	27352	18711
2969	27362	18702
2970	27371	18692
2971	27380	18683
2972	27389	18674
2973	27392	18660
2974	27401	18651
2975	27407	18639
2976	27415	18630
2977	27421	18618
2978	27430	18609
2979	27439	18600
2980	27448	18590
2981	27454	18578
2982	27462	18569
2983	27474	18561
2984	27481	18551
2985	27490	18541
2986	27499	18532
2987	27506	18521
2988	27516	18513
2989	27522	18501
2990	27531	18492
2991	27537	18481
2992	27547	18472
2993	27601	18493
2994	27643	18505
2995	27651	18495
2996	27653	18482
2997	27662	18472
2998	27665	18459
2999	27676	18451
3000	27688	18443
3001	27694	18432
3002	27706	18424
3003	27717	18416
3004	27730	18409
3005	27740	18401
3006	27750	18392
3007	27752	18378
3008	27759	18367
3009	27769	18359
3010	27775	18347
3011	27784	18338
3012	27790	18326
3013	27798	18317
3014	27807	18307
3015	27816	18298
3016	27830	18292
3017	27840	18283
3018	27846	18272
3019	27848	18258
3020	27858	18249
3021	27864	18237
3022	27872	18228
3023	27878	18217
3024	27884	18205
3025	27893	18196
3026	27902	18186
3027	27911	18177
3028	27919	18167
3029	27928	18158
3030	27937	18148
3031	27946	18139
3032	27955	18129
3033	27964	18120
3034	27972	18110
3035	27979	18099
3036	27984	18088
3037	27986	18074
3038	27992	18062
3039	28001	18053
3040	28013	18046
3041	28022	18037
3042	28032	18028
3043	28041	18019
3044	28052	18010
3045	28061	18001
3046	28067	17990
3047	28081	17984
3048	28094	17976
3049	28102	17966
3050	28118	17962
3051	28133	17956
3052	28144	17948
3053	28150	17937
3054	28162	17929
3055	28172	17921
3056	28184	17914
3057	28194	17905
3058	28208	17898
3059	28220	17891
3060	28230	17882
3061	28240	17873
3062	28249	17864
3063	28255	17853
3064	28261	17841
3065	28270	17832
3066	28279	17823
3067	28288	17814
3068	28297	17804
3069	28306	17795
3070	28316	17786
3071	28325	17777
3072	28331	17765
3073	28339	17756
3074	28345	17744
3075	28351	17733
3076	28361	17724
3077	28368	17714
3078	28380	17706
3079	28387	17696
3080	28397	17687
3081	28407	17678
3082	28412	17666
3083	28422	17657
3084	28430	17648
3085	28440	17639
3086	28448	17629
3087	28458	17620
3088	28467	17611
3089	28476	17601
3090	28485	17592
3091	28487	17579
3092	28496	17569
3093	28505	17560
3094	28514	17550
3095	28523	17541
3096	28528	17529
3097	28537	17520
3098	28548	17512
3099	28558	17503
3100	28567	17494
3101	28577	17485
3102	28586	17476
3103	28592	17464
3104	28594	17451
3105	28603	17441
3106	28606	17428
3107	28772	17515
3108	28852	17549
3109	28863	17540
3110	28874	17532
3111	28881	17521
3112	28891	17512
3113	28902	17504
3114	28909	17493
3115	28917	17484
3116	28927	17475
3117	28934	17464
3118	28943	17455
3119	28948	17443
3120	28958	17434
3121	28968	17425
3122	28979	17417
3123	28985	17406
3124	28995	17397
3125	29001	17386
3126	29010	17376
3127	29021	17368
3128	29030	17359
3129	29036	17347
3130	29045	17338
3131	29054	17328
3132	29057	17315
3133	29066	17306
3134	29076	17297
3135	29079	17284
3136	29087	17274
3137	29100	17267
3138	29110	17258
3139	29124	17251
3140	29136	17244
3141	29148	17236
3142	29159	17228
3143	29167	17218
3144	29180	17211
3145	29191	17202
3146	29196	17191
3147	29206	17182
3148	29215	17173
3149	29221	17161
3150	29230	17152
3151	29235	17140
3152	29244	17131
3153	29253	17121
3154	29262	17112
3155	29271	17102
3156	29282	17094
3157	29291	17084
3158	29301	17076
3159	29312	17068
3160	29328	17062
3161	29335	17051
3162	29342	17041
3163	29353	17033
3164	29361	17023
3165	29367	17012
3166	29382	17006
3167	29394	16998
3168	29400	16986
3169	29413	16980
3170	29424	16971
3171	29435	16963
3172	29445	16954
3173	29451	16943
3174	29460	16933
3175	29469	16924
3176	29477	16914
3177	29487	16905
3178	29495	16895
3179	29504	16886
3180	29513	16876
3181	29525	16868
3182	29536	16860
3183	29546	16851
3184	29555	16842
3185	29564	16833
3186	29573	16823
3187	29583	16814
3188	29594	16806
3189	29604	16797
3190	29613	16787
3191	29622	16778
3192	29631	16768
3193	29640	16759
3194	29649	16750
3195	29658	16740
3196	29667	16731
3197	29676	16721
3198	29685	16712
3199	29694	16703
3200	29703	16693
3201	29716	16686
3202	29726	16677
3203	29732	16666
3204	29741	16657
3205	29751	16648
3206	29760	16638
3207	29769	16629
3208	29776	16618
3209	29785	16609
3210	29791	16598
3211	29800	16588
3212	29806	16577
3213	29815	16568
3214	29824	16558
3215	29834	16549
3216	29895	16569
3217	29942	16580
3218	29955	16573
3219	29967	16566
3220	29977	16556
3221	29989	16548
3222	29995	16538
3223	30004	16528
3224	30012	16518
3225	30021	16509
3226	30031	16500
